pr_number,merged_at,author,title
30306,2024-07-11T22:34:41Z,sebmarkbage,Remove top stack frame from getCurrentStack
30319,2024-07-11T20:21:12Z,kassens,Feature flag to disable legacy context for function components
30318,2024-07-11T17:58:11Z,kassens,Use explicit git hash length in version string
30317,2024-07-11T17:05:27Z,sebmarkbage,Gate inlined consoleWithStackDev transpilation
29872,2024-07-11T16:47:21Z,rozele,Updates ViewConfig types to delegate isInAParentText context
30312,2024-07-11T15:20:42Z,sebmarkbage,Delete suppressWarning in OSS
30315,2024-07-11T14:42:37Z,kassens,easy: add link to legacy context warning
30314,2024-07-11T02:11:05Z,josephsavona,feat(compiler): Ignore `TSInterfaceDeclaration`
30309,2024-07-10T20:58:46Z,sebmarkbage,Override the getCurrentStack temporarily while printing uncaught errors
28734,2024-07-10T20:42:08Z,kassens,Experiment with using an object literal for Fiber creation
30307,2024-07-10T20:23:55Z,sebmarkbage,Convert some tests to use assertConsoleErrorDev or just avoid mocking
30305,2024-07-10T17:37:57Z,sebmarkbage,Add RN fork of consoleWithStackDev so we can improve the mainline one
30302,2024-07-10T16:17:14Z,sebmarkbage,Format DOM Nesting Warning as Diff View + An Additional Log for Stack Trace
30297,2024-07-10T15:53:00Z,kassens,Warn about legacy context when legacy context is not disabled
30303,2024-07-10T14:33:14Z,kassens,CI: reduce job waterfall for runtime test jobs
30294,2024-07-10T04:15:15Z,sebmarkbage,[Flight] Serialize rate limited objects in console logs as marker an increase limit
30300,2024-07-10T04:15:00Z,sebmarkbage,[Fiber] Override the getCurrentStack temporarily while printing errors
30299,2024-07-09T23:55:09Z,kassens,Dedupe legacy context warnings
30298,2024-07-09T19:44:02Z,sebmarkbage,[Fizz] Refactor Component Stack Nodes
30295,2024-07-09T18:22:50Z,sebmarkbage,[Flight] Fully support serializing Map/Set in console logs
30293,2024-07-09T02:52:00Z,sebmarkbage,[Flight] Add context for non null prototype error
30289,2024-07-08T22:42:59Z,sebmarkbage,[DevTools] Print component stacks as error objects to get source mapping
30292,2024-07-08T20:45:24Z,sebmarkbage,Warn for useFormState on initial render
30118,2024-07-08T18:11:11Z,kassens,Upgrade flow to 0.235.0
30117,2024-07-08T18:00:00Z,kassens,Upgrade flow to 0.234.0
30116,2024-07-08T17:48:24Z,kassens,Upgrade flow to 0.233.0
30290,2024-07-08T15:54:14Z,sebmarkbage,Add unknown location information to component stacks
29665,2024-07-06T06:52:20Z,eps1lon,Consider dispatch from `useActionState` stable
30206,2024-07-04T16:31:23Z,sebmarkbage,[Flight] Set Current Owner / Task When Calling console.error or invoking onError/onPostpone
30197,2024-07-04T16:15:51Z,sebmarkbage,[Flight] Implement captureStackTrace and owner stacks on the Server
30207,2024-07-04T16:15:35Z,sebmarkbage,[Flight] Add option to replay console logs or not
29199,2024-07-04T14:34:49Z,hoxyq,fix: path handling in react devtools
30204,2024-07-03T20:57:05Z,sebmarkbage,Don't strip out component stack in assertConsole helpers
30131,2024-07-03T17:25:04Z,sebmarkbage,[Flight] Allow String Chunks to Passthrough in Node streams and renderToMarkup
30198,2024-07-03T11:10:23Z,sebmarkbage,Add regression test for #30172
30199,2024-07-03T10:46:46Z,hoxyq,React DevTools 5.3.0 -> 5.3.1
30182,2024-07-02T23:46:18Z,sebmarkbage,[Fizz] Track Current debugTask and run it for onError Callbacks
30174,2024-07-02T22:26:32Z,sebmarkbage,[Fizz] Implement debugInfo
30132,2024-07-02T20:05:20Z,sebmarkbage,[Fizz] Include a component stack in prod but only lazily generate it
30173,2024-07-01T19:30:00Z,sebmarkbage,[Fizz] Gate legacyContext field on disableLegacyContext
30151,2024-07-01T16:05:58Z,mvitousek,[compiler][playground] Formatting changes to pass tabs
30150,2024-07-01T16:05:56Z,mvitousek,[compiler] Flow support for playground
30158,2024-07-01T14:43:12Z,hoxyq,chore[react-devtools/renderer]: dont show strict mode warning for prod renderer builds
30152,2024-07-01T14:27:52Z,sebmarkbage,[Fizz] Enable owner stacks for SSR
30159,2024-07-01T14:27:15Z,hoxyq,chore[react-devtools/ui]: fix strict mode badge styles
30142,2024-07-01T13:50:45Z,sebmarkbage,[Fizz] Run console.createTask during SSR when available
30140,2024-07-01T13:26:29Z,sebmarkbage,[Flight Server] Run Server Components in console.createTask when available
30156,2024-07-01T08:01:28Z,eps1lon,Update `react-refresh-webpack-plugin` in Flight fixture
30148,2024-07-01T05:43:36Z,mvitousek,[compiler] Clone computation block in change detection mode
30149,2024-06-30T23:36:42Z,mvitousek,[prettier][eslint] Support sapling in prettier changed files command
30130,2024-06-28T17:42:18Z,sebmarkbage,[Flight] Make byteLengthOfChunk Optional
30129,2024-06-28T14:19:20Z,sebmarkbage,Only build react-html in experimental channel
30122,2024-06-28T13:35:12Z,sebmarkbage,Add doctype to renderToMarkup when html tags are rendered
30121,2024-06-28T13:25:10Z,sebmarkbage,Add renderToMarkup for Client Components
30123,2024-06-28T08:26:28Z,eps1lon,[fix] replace polyfill.io with cloudflare equivalent
30102,2024-06-27T16:10:09Z,sebmarkbage,Warn for invalid type in renderer with the correct RSC stack
30105,2024-06-27T16:09:40Z,sebmarkbage,Add new package with renderToMarkup export
30115,2024-06-27T16:08:57Z,sebmarkbage,Remove isPrimaryRenderer from Flight Server Config
29919,2024-06-27T14:07:09Z,kassens,Bump ws from 7.2.1 to 7.5.10
30111,2024-06-27T00:08:14Z,mvitousek,[compiler] Always error on async reassignments
30110,2024-06-27T00:08:12Z,mvitousek,[compiler] Repro for nested function local reassignment issue
30109,2024-06-26T23:51:22Z,josephsavona,[compiler] Add todo fixtures for local reassignment in an async callback
30107,2024-06-26T23:51:20Z,josephsavona,[compiler] Validate against locals being reassigned after render
30106,2024-06-26T23:51:18Z,josephsavona,[compiler] Examples of invalid code reassigning locals outside of render
30103,2024-06-26T20:04:38Z,kassens,Update ReactFabric-test.internal to concurrent root
29853,2024-06-26T17:47:39Z,sebmarkbage,Add new error message for awaiting the client export
29846,2024-06-26T17:27:27Z,sebmarkbage,Badge Environment Name on Thrown Errors from the Server
30101,2024-06-26T16:51:46Z,kassens,Run ReactFabric-test.internal.js in xplat variant
30090,2024-06-26T15:50:06Z,yungsters,Enable `enableDeferRootSchedulingToMicrotask` and `enableInfiniteRenderLoopDetection` for React Native (Meta)
30069,2024-06-26T13:59:03Z,gsathya,compiler: fix the `hookKind` for `useInsertionEffect`
30043,2024-06-26T13:56:13Z,kassens,Bump ws from 8.13.0 to 8.17.1 in /compiler
30091,2024-06-26T13:17:09Z,hoxyq,fix[react-devtools]: restore original args when recording errors
30078,2024-06-25T21:00:21Z,mofeiZ,[compiler][ez] PrintHIR prints optional flag for debugging
30077,2024-06-25T21:00:21Z,mofeiZ,[compiler][patch] Patch O(n^2) traversal in validatePreserveMemo
30076,2024-06-25T21:00:20Z,mofeiZ,[compiler][hir] Correctly remove non-existent terminal preds when pruning labels
30075,2024-06-25T21:00:18Z,mofeiZ,[compiler][ez] Add more Array.prototype methods
30074,2024-06-25T21:00:17Z,mofeiZ,[compiler][ez] Patch Array.concat object shape to capture callee
29891,2024-06-25T21:00:16Z,mofeiZ,[compiler][rewrite] Patch logic for aligning scopes to non-value blocks
29878,2024-06-25T21:00:15Z,mofeiZ,"[compiler][fixtures] test repros: codegen, alignScope, phis"
29954,2024-06-25T18:30:28Z,hoxyq,Read constructor name more carefully
30092,2024-06-25T18:09:06Z,poteto,[ez] Remove outdated files
30064,2024-06-25T16:01:43Z,gsathya,[compiler] Enable sourceMaps in tsconfig
30067,2024-06-24T17:49:39Z,josephsavona,[compiler] Fix assignment within for update expression
30066,2024-06-24T16:28:39Z,jackpope,Set renameElementSymbol to dynamic value
30027,2024-06-24T12:28:17Z,hoxyq,refactor[react-devtools/extensions]: dont debounce cleanup logic on navigation
30037,2024-06-22T16:37:49Z,poteto,[ci] Cleanup
30036,2024-06-22T16:37:48Z,poteto,[ci] Remove circleci check_generated_fizz_runtime job
30035,2024-06-22T16:37:46Z,poteto,[ci] Add new fizz GitHub action
30034,2024-06-22T16:37:46Z,poteto,[ci] Remove circleci yarn_test job
30033,2024-06-22T16:37:45Z,poteto,[ci] Improve parallelism of yarn test
30032,2024-06-22T16:37:44Z,poteto,[ci] Add new yarn test GitHub action
29998,2024-06-21T23:48:20Z,josephsavona,[compiler] add fixture for optimization across scopes
29882,2024-06-21T23:48:17Z,josephsavona,[compiler] Optimize instruction reordering
30029,2024-06-21T19:02:20Z,poteto,[ci] Add new flags GitHub action
30030,2024-06-21T19:02:20Z,poteto,[ci] Remove circleci yarn_flags job
30028,2024-06-21T16:32:51Z,poteto,[ci] Remove circleci yarn_flow job
30026,2024-06-21T16:32:50Z,poteto,[ci] Parallelize flow github action
30025,2024-06-21T16:32:49Z,poteto,[ci] Add new flow GitHub action
28721,2024-06-21T16:24:32Z,kassens,lint: enable reportUnusedDisableDirectives and remove unused suppressions
30024,2024-06-21T16:05:35Z,poteto,[ci] Remove circleci yarn_lint job
30023,2024-06-21T16:05:34Z,poteto,[ci] Add new lint GitHub action
30022,2024-06-21T16:05:32Z,poteto,[prettier] Run prettier
30021,2024-06-21T16:05:31Z,poteto,[prettier] Combine compiler and runtime configs
29997,2024-06-21T14:08:17Z,poteto,[compiler:codegen] Wrap non-ascii characters in JsxExpressionContainer
29996,2024-06-21T13:51:46Z,kassens,www: remove dynamic scheduler feature flag: enableProfiling
29967,2024-06-21T10:39:10Z,sebmarkbage,Plumbing of isomorphic code
29993,2024-06-20T23:09:32Z,poteto,Re-enable prettier for compiler/
29995,2024-06-20T21:17:25Z,kassens,"Revert ""www: remove dynamic feature flag enableSchedulingProfiler"""
29994,2024-06-20T20:47:29Z,kassens,www: remove dynamic feature flag enableSchedulingProfiler
29906,2024-06-20T20:12:41Z,hoxyq,[chore] Fix TypeError in shouldSkipBundle During yarn build-for-devtools-dev and yarn build-for-devtools-prod  Commands
29957,2024-06-20T16:01:36Z,poteto,fix[compiler playground]: Set source as the pre-change state in HIR diff
29963,2024-06-20T08:29:06Z,hoxyq,fix[react-devtools/extensions]: propagate globals from env
29923,2024-06-19T18:19:49Z,sebmarkbage,"Export captureOwnerStacks() only in DEV ""react"" builds"
29929,2024-06-19T14:45:01Z,hoxyq,refactor[react-devtools/tests]: use registered marks instead of cleared in tests
29916,2024-06-18T17:02:20Z,gsathya,[compiler] Treat ref-like named objects as refs
29918,2024-06-18T11:12:27Z,hoxyq,React DevTools 5.2.0 -> 5.3.0
29917,2024-06-17T19:26:56Z,josephsavona,Consider dispatch function from useActionState non-reactive
29873,2024-06-17T15:38:03Z,hoxyq,chore[react-devtools]: improve console arguments formatting before passing it to original console
29856,2024-06-17T15:13:04Z,hoxyq,chore[react-devtools/backend]: remove consoleManagedByDevToolsDuringStrictMode
29886,2024-06-17T10:58:19Z,hoxyq,chore[react-devtools/extensions]: make source maps url relative
29903,2024-06-15T00:09:50Z,yungsters,Prepare Feature Flags for React Native 0.75
29863,2024-06-14T21:14:46Z,josephsavona,[compiler] Instruction reordering
29881,2024-06-14T21:14:45Z,josephsavona,[compiler] Allow more instruction kinds btw merged scopes
29901,2024-06-14T19:27:32Z,kassens,"Revert ""Set disableLegacyMode to true for www"""
29888,2024-06-14T17:37:19Z,rozele,Use a constant HostContext in prod builds for Fabric renderer
29808,2024-06-14T17:17:44Z,kassens,sanitize javascript: urls for <object> tags
29871,2024-06-14T13:52:49Z,kassens,Set disableLegacyMode to true for www
29893,2024-06-14T00:36:40Z,josephsavona,[compiler] Provide support for custom fbt-like macro functions
29889,2024-06-13T18:02:51Z,mvitousek,[compiler][playground] Make change detection work in playground
29830,2024-06-13T15:23:42Z,vzaidman,created a vscode workspace file for the repo
29884,2024-06-13T15:02:12Z,josephsavona,[compiler] Fix visitors to emit the correct kind
29885,2024-06-13T14:37:51Z,vzaidman,fix[react-devtools] divided inspecting elements between inspecting do…
29880,2024-06-12T22:32:02Z,mvitousek,[compiler] Make unary and binary operator types more precise
29877,2024-06-12T22:31:23Z,gnoff,Standardize condition order so that edge-lite preferred over browser
29879,2024-06-12T21:49:25Z,josephsavona,[compiler] Fix merging of queues states in InferReferenceEffects
29876,2024-06-12T20:15:22Z,sebmarkbage,Execute event handlers in the context of the instance that it's associated with
29868,2024-06-12T18:13:17Z,eps1lon,Avoid acccessing React internals from `use-sync-external-store/shim`
29857,2024-06-12T15:17:06Z,kassens,Bump braces from 3.0.2 to 3.0.3 in /fixtures/flight-esm
29771,2024-06-12T15:14:51Z,kassens,remove unstable_renderSubtreeIntoContainer
29836,2024-06-12T15:12:22Z,kassens,delete ReactServerStreamConfig.dom-fb-experimental.js
29867,2024-06-12T14:55:42Z,sebmarkbage,[Flight] Let environmentName vary over time by making it a function of string 
29814,2024-06-11T22:10:24Z,sebmarkbage,Use the Nearest Parent of an Errored Promise as its Owner
29866,2024-06-11T21:08:28Z,mvitousek,[compiler] Expect component props annotations to be potential objects
29865,2024-06-11T21:08:26Z,mvitousek,[compiler] Expect components to have hook calls or jsx directly in body
29864,2024-06-11T21:08:25Z,mvitousek,[compiler] Option to only compile component syntax
29807,2024-06-11T21:04:14Z,sebmarkbage,[Fiber] Track debugInfo on module state instead of stack
29804,2024-06-11T19:57:41Z,sebmarkbage,[Fiber] Create virtual Fiber when an error occurs during reconcilation
29858,2024-06-11T19:55:29Z,sebmarkbage,[Flight/Fizz] Use Constructors for Large Request/Response Objects in Flight/Fizz
29861,2024-06-11T19:25:07Z,poteto,[compiler] Remove .vscode
29844,2024-06-11T15:36:36Z,kassens,Bump braces from 3.0.2 to 3.0.3 in /fixtures/legacy-jsx-runtimes
29845,2024-06-11T15:35:54Z,kassens,Bump braces from 3.0.2 to 3.0.3 in /fixtures/flight
29843,2024-06-11T15:35:40Z,kassens,Bump braces from 3.0.2 to 3.0.3 in /fixtures/stacks
29840,2024-06-11T15:35:06Z,josephsavona,[compiler] HIR-based FlattenScopesWithHooksOrUse
29838,2024-06-11T15:35:04Z,josephsavona,[compiler] HIR-based FlattenReactiveLoops
29837,2024-06-11T15:35:02Z,josephsavona,[compiler] Add pruned-scope terminal in HIR
29852,2024-06-11T13:32:39Z,vzaidman,fix[react-devtools] component badge in light mode is now not invisible
29842,2024-06-11T00:35:43Z,poteto,[compiler] Remove unused scripts
29841,2024-06-11T00:35:42Z,poteto,[compiler] Remove playground postinstall script
29839,2024-06-10T22:41:56Z,sebmarkbage,Remove Warning: prefix and toString on console Arguments
29835,2024-06-10T18:41:15Z,gnoff,[Float][Fiber] Assume stylesheets in document are already loaded (cherrypick #29811)
29760,2024-06-10T18:31:37Z,rickhanlonii,Add jest lint rules
29834,2024-06-10T18:29:58Z,josephsavona,[compiler] Type `ref` prop as a ref
29833,2024-06-10T17:24:46Z,rickhanlonii,Fix xplat sync
29820,2024-06-10T15:42:16Z,josephsavona,compiler: Known hooks/nonescaping scopes dont count as pruned
29810,2024-06-10T15:42:14Z,josephsavona,compiler: Log metrics on pruned memo blocks/values
29790,2024-06-10T15:42:12Z,josephsavona,compiler: treat pruned scope outputs as reactive
29789,2024-06-10T15:42:10Z,josephsavona,compiler: Promote pruned scope declarations to temporaries if used in a later scope
29781,2024-06-10T15:42:09Z,josephsavona,compiler: Represent pruned scopes instead of inlining
29799,2024-06-10T14:16:40Z,rickhanlonii,Move @generated from build to sync
29752,2024-06-08T23:18:35Z,josephsavona,feat(compiler): Support MetaProperty
29809,2024-06-08T15:15:57Z,sebmarkbage,Minify DEV bundles with closure
29812,2024-06-08T00:03:31Z,gnoff,[Float][Fiber] Assume stylesheets in document are already loaded (#29811)
29811,2024-06-07T23:53:24Z,gnoff,[Float][Fiber] Assume stylesheets in document are already loaded
29806,2024-06-07T19:50:35Z,poteto,[compiler] Always emit variable decl in gating mode
29802,2024-06-07T19:50:34Z,poteto,[compiler] Add repro for func properties bug with @gating
29791,2024-06-07T17:38:44Z,sebmarkbage,[Fiber] Track the Real Fiber for Key Warnings
29800,2024-06-07T16:29:52Z,poteto,[compiler] Fix outdated comment in scripts/release
29717,2024-06-07T15:54:15Z,sebmarkbage,[Flight] Run recreated Errors within a fake native stack
29774,2024-06-07T11:36:10Z,kassens,www: make disableLegacyMode dynamic flag
29733,2024-06-07T00:19:45Z,josephsavona,compiler: Allow mutating refs in callbacks passed to JSX
29764,2024-06-06T21:41:27Z,gnoff,[Flight] Allow aborting during render
29777,2024-06-06T19:01:15Z,hoxyq,fix[react-devtools/store-test]: fork the test to represent current be…
29787,2024-06-06T18:07:16Z,rickhanlonii,Fix RN version string in builds
29785,2024-06-06T17:54:58Z,poteto,[compiler] Check for __DEV__ for FastRefresh
29775,2024-06-06T17:48:24Z,josephsavona,fix<compiler>: reread the testfilter file if filter enabled during the watch process
29491,2024-06-06T17:19:58Z,gnoff,[Flight] Schedule work in a microtask
29551,2024-06-06T17:07:24Z,gnoff,[Flight][Fizz] schedule work async
29784,2024-06-06T16:48:44Z,vzaidman,Default native inspections config false
29779,2024-06-06T16:10:40Z,vzaidman,fix[react-devtools] remove native inspection button when it can't be used
29705,2024-06-05T23:51:09Z,josephsavona,feat<Compiler>: consider that the dispatch function from `useReducer` is non-reactive
29772,2024-06-05T18:58:13Z,hoxyq,chore[react-devtools]: ip => internal-ip
29664,2024-06-05T14:07:58Z,dmytrorykun,Add enableShallowPropDiffing feature flag
29725,2024-06-05T10:17:35Z,hoxyq,Fix #29724: `ip` dependency update for CVE-2024-29415
29734,2024-06-04T17:07:29Z,rickhanlonii,Add xplat test variants
29753,2024-06-04T16:23:36Z,sebmarkbage,Remove startTransition and useActionState from react-server condition of react
29756,2024-06-04T15:17:19Z,kassens,www: set enableRefAsProp to true
29738,2024-06-03T20:39:38Z,rickhanlonii,Fix xplat sync to ignore @generated header
29697,2024-06-03T16:26:38Z,sebmarkbage,[Fiber] Prefix owner stacks with the current stack at the console call
29695,2024-06-03T15:25:43Z,acdlite,"useActionState: On error, cancel remaining actions"
29694,2024-06-03T15:20:27Z,acdlite,useActionState: Transfer transition context
29732,2024-06-03T14:51:21Z,gnoff,Fix stylesheet typo in 29693
29693,2024-06-03T14:47:45Z,gnoff,"[Fiber][Float] Error when a host fiber changes ""flavor"""
29631,2024-05-31T23:04:45Z,poteto,[compiler:eslint] Don't crash if hermes parser fails to parse
29670,2024-05-31T21:52:47Z,acdlite,Fix: `useTransition` after `use` gets stuck in pending state
29658,2024-05-31T21:08:58Z,mvitousek,[compiler] rfc: Include location information in identifiers and reactive scopes for debugging
29657,2024-05-31T21:07:59Z,mvitousek,[compiler] Recompute values every time
29653,2024-05-31T21:07:11Z,mvitousek,[compiler] Prune dependencies that are only used by useRef or useState
29656,2024-05-31T21:06:27Z,mvitousek,[compiler] Debug tool to emit change detection code rather than memoization
29655,2024-05-31T21:05:27Z,mvitousek,[compiler] Option to always take the non-memo branch
29654,2024-05-31T21:02:16Z,mvitousek,[compiler] Option for preserving calls to useMemo/useCallback
29673,2024-05-31T17:54:10Z,sebmarkbage,Create a root task for every Flight response
29691,2024-05-31T16:05:32Z,rickhanlonii,Don't allow blank issues
29625,2024-05-31T04:22:23Z,sebmarkbage,Use both displayName and name in forwardRef/memo
29675,2024-05-31T01:02:47Z,yungsters,Fix Missing `key` Validation in `React.Children`
29661,2024-05-30T23:37:09Z,josephsavona,Add react-easy-state to list of known incompatible libraries.
29671,2024-05-30T19:00:55Z,sebmarkbage,[Flight] Try/Catch Eval
29632,2024-05-30T16:00:47Z,sebmarkbage,[Flight] Eval Fake Server Component Functions to Recreate Native Stacks
29652,2024-05-30T15:11:56Z,hoxyq,fix[ReactDebugHooks/find-primitive-index]: remove some assumptions
29662,2024-05-30T14:25:48Z,yungsters,Fix `key` Warning for Flattened Positional Children
29608,2024-05-30T09:24:00Z,dmytrorykun,Add tests for ReactNativeAttributePayloadFabric.js
29650,2024-05-29T17:35:19Z,josephsavona,feat(compiler): Implement constant folding for more binary expressions
29170,2024-05-29T16:27:47Z,josephsavona,compiler: ValidateNoRefInRender detects writes of refs
29626,2024-05-29T15:41:10Z,sophiebits,"Tweak error message for ""Should have a queue"""
29592,2024-05-29T14:45:58Z,josephsavona,compiler: Add todo for getter/setter syntax
29591,2024-05-29T14:45:56Z,josephsavona,compiler: Allow global mutation in jsx props
29630,2024-05-29T09:12:20Z,poteto,Update .git-blame-ignore-revs
29627,2024-05-29T03:36:41Z,yungsters,"Fix ""findNodeHandle inside its render()"" False Positive Warning"
29211,2024-05-29T02:46:38Z,poteto,[compiler:babel] Don't read config files when not running as part of
29214,2024-05-29T02:46:35Z,poteto,[compiler] Run prettier
29213,2024-05-29T02:46:32Z,poteto,[compiler] Fix up prettier
29621,2024-05-28T23:15:46Z,josephsavona,feat(compiler): Implement constant string concat propagation
29611,2024-05-28T23:07:30Z,sebmarkbage,[Flight] Check if a return value is a client reference before introspecting
29624,2024-05-28T22:17:54Z,josephsavona,compiler: fix for calls on builtin jsx/function types
29596,2024-05-28T19:47:48Z,eps1lon,Export `version` from `react-dom` entry with `react-server` condition
29618,2024-05-28T19:08:59Z,acdlite,Fix: Use action implementation at time of dispatch
29610,2024-05-28T18:55:14Z,jackpope,Clean up disableDOMTestUtils
29236,2024-05-28T18:06:31Z,acdlite,Throw if React and React DOM versions don't match
29615,2024-05-28T17:06:06Z,josephsavona,Repro function expr hoisting
29193,2024-05-28T10:07:32Z,hoxyq,cleanup[react-devtools]: remove unused supportsProfiling flag from store config
29223,2024-05-26T21:55:58Z,sebmarkbage,[Fiber] Enable Native console.createTask Stacks When Available
29221,2024-05-25T15:58:40Z,sebmarkbage,[Fiber] Replace setCurrentDebugFiberInDEV with runWithFiberInDEV
29206,2024-05-25T15:58:17Z,sebmarkbage,[Fiber] Use Owner/JSX Stack When Appending Stacks to Console
29190,2024-05-24T09:20:33Z,josephsavona,compiler: only resolve globals and react imports
29188,2024-05-24T09:20:30Z,josephsavona,compiler: distinguish globals/imports/module-locals
29226,2024-05-23T21:19:09Z,acdlite,Fix async batching in React.startTransition
29222,2024-05-23T20:54:52Z,gnoff,[Fiber] clarify entry condition for suspensey commit recursion
29088,2024-05-23T16:48:58Z,sebmarkbage,Move createElement/JSX Warnings into the Renderer
29197,2024-05-23T16:45:06Z,josephsavona,compiler: repro for unmerged scopes due to intermediates
29156,2024-05-23T16:45:01Z,josephsavona,compiler: Improve merging of memo scopes that invalidate together
29155,2024-05-23T16:44:59Z,josephsavona,compiler: fixture for suboptimal jsx sibling memo block merging
29044,2024-05-23T16:39:52Z,sebmarkbage,Set the current fiber to the source of the error during error reporting
29038,2024-05-23T16:25:23Z,sebmarkbage,Unify ReactFiberCurrentOwner and ReactCurrentFiber
29218,2024-05-22T22:42:07Z,josephsavona,compiler: Handle TSNonNullAssertion expressions
29219,2024-05-22T19:15:14Z,eps1lon,[Flight] Allow temporary references in `decodeReplyFromBusboy`
29007,2024-05-22T09:39:54Z,eps1lon,Dim `console` calls on additional Effect invocations due to `StrictMode`
29207,2024-05-21T23:16:20Z,gnoff,[Flight Reply] retain listeners when resolving models with existing listeners
28965,2024-05-21T23:03:47Z,gnoff,[Fiber] render boundary in fallback if it contains a new stylesheet during sync update
29205,2024-05-21T22:12:35Z,poteto,[compiler:playground] Update babel.config.js
29203,2024-05-21T22:12:34Z,poteto,[compiler:playground] JS tab is expanded by default
29204,2024-05-21T21:04:47Z,gnoff,[Flight] don't overwrite existing chunk listeners in 'wakeChunkIfInitialized'
29180,2024-05-21T19:44:06Z,poteto,[compiler:playground] Wait for build before running playground
29198,2024-05-21T16:48:41Z,rickhanlonii,Fix assertConsoleErrorDev on message mismatch with withoutStack: true
29177,2024-05-21T10:19:13Z,yungsters,Enable `disableStringRefs` and `enableRefAsProp` for React Native (Meta)
29008,2024-05-20T22:30:45Z,eps1lon,Stop using Scheduler.log to test double invocations 
27981,2024-05-20T20:01:39Z,eps1lon,React DOM: Add support for Popover API
29167,2024-05-20T15:55:35Z,poteto,feat(compiler-healthcheck): Support strict mode check for nextjs apps
29159,2024-05-20T15:05:48Z,poteto,[Compiler playground] bold changed passes
29049,2024-05-20T14:12:21Z,hoxyq,refactor[react-devtools]: rewrite context menus
29064,2024-05-20T11:03:55Z,kassens,Bump word-wrap from 1.2.3 to 1.2.5 in /compiler
29065,2024-05-20T11:03:29Z,kassens,Bump tough-cookie from 4.1.2 to 4.1.4 in /compiler
29173,2024-05-20T11:02:35Z,kassens,Bump rustix from 0.37.22 to 0.37.27 in /compiler
29063,2024-05-20T10:47:51Z,kassens,Bump postcss from 8.4.24 to 8.4.31 in /compiler
29162,2024-05-20T10:10:10Z,kassens,[compiler:chore] fix SSA pdf reference link
29154,2024-05-20T02:13:00Z,josephsavona,compiler: fix accidental propagation of function effects from StartMemoize/FinishMemoize
29151,2024-05-20T02:12:56Z,josephsavona,compiler: Improve ValidateNoRefAccessInRender to ignore access in effects
28940,2024-05-19T03:17:52Z,rickhanlonii,feat(hyperlink): added a hyperlink to Node in README.md file
29103,2024-05-19T03:17:28Z,rickhanlonii,Add hyperlink for Good First Issues header
29114,2024-05-18T14:21:42Z,poteto,Add packageManager fields for Corepack compat
29153,2024-05-17T22:11:33Z,poteto,[compiler:publish] Don't check branch in debug mode
29150,2024-05-17T22:07:48Z,poteto,[compiler:publish] Bump time to reconsider to 3s
29149,2024-05-17T22:07:39Z,poteto,[compiler:publish] Prompt for OTP
29147,2024-05-17T22:07:29Z,poteto,[compiler:publish] Don't hash node_modules
29148,2024-05-17T22:07:18Z,poteto,[compiler:publish] Rename publish script
29143,2024-05-17T21:36:31Z,josephsavona,compiler: workaround babel issue with html entity escaping
29133,2024-05-17T19:31:24Z,poteto,[compiler:playground] Resizable tabs
29085,2024-05-17T18:58:15Z,mofeiZ,[Compiler][script] Dedupe error report counts before reporting in healthcheck
29142,2024-05-17T18:37:18Z,josephsavona,compiler: update comment on memo cache import code
29140,2024-05-17T18:33:57Z,poteto,Add issue template for React Compiler
29141,2024-05-17T17:59:06Z,josephsavona,compiler: Workaround Babel bug with unicode in jsx string attrs
29139,2024-05-17T17:58:42Z,sebmarkbage,Lazily freeze in case anything in the currently initializing chunk is blocked
29118,2024-05-17T17:43:17Z,josephsavona,[compiler] Todo for for-await loops
29122,2024-05-17T06:26:00Z,poteto,[compiler:playground] Fix broken builds
29095,2024-05-17T00:29:05Z,josephsavona,compiler: merge reactive scopes across const StoreLocal
29102,2024-05-16T23:11:22Z,josephsavona,docs: fix typo DESIGN_GOALS.md
29096,2024-05-16T16:36:22Z,poteto,[React Compiler] Fix rule name for ESLint plugin
29087,2024-05-16T00:42:21Z,poteto,[compiler:publish] Specify https for registry
29086,2024-05-16T00:41:05Z,poteto,chore(docs): fix typo (plugion => plugin) in DESIGN_GOALS.md
29084,2024-05-16T00:29:52Z,poteto,[compiler] Add readme for babel plugin
29083,2024-05-15T23:17:28Z,poteto,[compiler] Check if current branch is main
29082,2024-05-15T23:17:26Z,poteto,[compiler] Various fixes for publishing script
29081,2024-05-15T22:44:24Z,poteto,[compiler:eslint] Fix false positive with TS type param syntax
29079,2024-05-15T21:40:33Z,josephsavona,compiler: fix jsx text attributes with double quotes
29076,2024-05-15T21:15:32Z,gsathya,[heathcheck] Check for namespaced StrictMode
29073,2024-05-15T21:02:57Z,josephsavona,Fix ESLint and Prettier configs for React Compiler
29072,2024-05-15T21:02:20Z,poteto,"Add a `main` field to `eslint-plugin-react-compiler`, fixes #29068."
29061,2024-05-15T18:16:19Z,josephsavona,Open-source React Compiler
29060,2024-05-15T15:01:28Z,acdlite,Bump React 19 beta to RC
29027,2024-05-14T14:07:00Z,kassens,Remove 2 no longer existing files from inlinedHostConfig
29052,2024-05-14T05:56:43Z,yungsters,Enable `enableUnifiedSyncLane` for React Native (Meta)
29043,2024-05-10T13:37:42Z,sebmarkbage,[Flight] Error if a legacy React Element is attempted to be rendered
